ID,NR,TraceSampleCode,Region,RegionNo,d13C,LabNo
4.6000000000000000e+01,7.0000000000000000e+00,"1BDeFra06090007","FRA",6.0000000000000000e+00,-2.1800000000000001e+01,
4.7000000000000000e+01,8.0000000000000000e+00,"1BDeFra06090008","FRA",6.0000000000000000e+00,-2.5800000000000001e+01,
4.8000000000000000e+01,9.0000000000000000e+00,"1BDeFra06090009","FRA",6.0000000000000000e+00,-2.2400000000000002e+01,
4.9000000000000000e+01,1.0000000000000000e+01,"1BDeFra06090010","FRA",6.0000000000000000e+00,-2.1300000000000001e+01,
5.0000000000000000e+01,1.1000000000000000e+01,"1BDeFra06090011","FRA",6.0000000000000000e+00,-2.4500000000000000e+01,
5.1000000000000000e+01,1.2000000000000000e+01,"1BDeFra06090012","FRA",6.0000000000000000e+00,-2.5699999999999999e+01,
5.2000000000000000e+01,1.3000000000000000e+01,"1BDeFra06090013","FRA",6.0000000000000000e+00,-2.5300000000000001e+01,
5.3000000000000000e+01,1.4000000000000000e+01,"1BDeFra06090014","FRA",6.0000000000000000e+00,-2.2199999999999999e+01,
5.4000000000000000e+01,1.5000000000000000e+01,"1BDeFra06090015","FRA",6.0000000000000000e+00,-2.6000000000000000e+01,
5.5000000000000000e+01,1.6000000000000000e+01,"1BDeFra06090016","FRA",6.0000000000000000e+00,-2.4500000000000000e+01,
5.6000000000000000e+01,1.7000000000000000e+01,"1BDeFra06090017","FRA",6.0000000000000000e+00,-1.7199999999999999e+01,
5.7000000000000000e+01,1.8000000000000000e+01,"1BDeFra06090018","FRA",6.0000000000000000e+00,-2.5000000000000000e+01,
5.8000000000000000e+01,1.9000000000000000e+01,"1BDeFra06090019","FRA",6.0000000000000000e+00,-2.4500000000000000e+01,
5.9000000000000000e+01,2.0000000000000000e+01,"1BDeFra06090020","FRA",6.0000000000000000e+00,-2.4800000000000001e+01,
6.0000000000000000e+01,1.0000000000000000e+00,"1BDeGau08090001","GAU",8.0000000000000000e+00,-2.5699999999999999e+01,
6.1000000000000000e+01,2.0000000000000000e+00,"1BDeGau08090002","GAU",8.0000000000000000e+00,-2.2100000000000001e+01,
6.2000000000000000e+01,3.0000000000000000e+00,"1BDeGau08090003","GAU",8.0000000000000000e+00,-2.6300000000000001e+01,
6.3000000000000000e+01,4.0000000000000000e+00,"1BDeGau08100004","GAU",8.0000000000000000e+00,-1.5500000000000000e+01,
6.4000000000000000e+01,5.0000000000000000e+00,"1BDeGau08100005","GAU",8.0000000000000000e+00,-1.7199999999999999e+01,
6.5000000000000000e+01,6.0000000000000000e+00,"1BDeGau08100006","GAU",8.0000000000000000e+00,-2.1800000000000001e+01,
6.6000000000000000e+01,7.0000000000000000e+00,"1BDeGau08100007","GAU",8.0000000000000000e+00,-1.8300000000000001e+01,
6.7000000000000000e+01,8.0000000000000000e+00,"1BDeGau08100008","GAU",8.0000000000000000e+00,-2.3900000000000002e+01,
6.8000000000000000e+01,9.0000000000000000e+00,"1BDeGau08100009","GAU",8.0000000000000000e+00,-1.6800000000000001e+01,
6.9000000000000000e+01,1.0000000000000000e+01,"1BDeGau08100010","GAU",8.0000000000000000e+00,-2.5900000000000002e+01,
7.0000000000000000e+01,1.1000000000000000e+01,"1BDeGau08100011","GAU",8.0000000000000000e+00,-2.5400000000000002e+01,
7.1000000000000000e+01,1.2000000000000000e+01,"1BDeGau08100012","GAU",8.0000000000000000e+00,-1.7199999999999999e+01,
7.2000000000000000e+01,1.3000000000000000e+01,"1BDeGau08100013","GAU",8.0000000000000000e+00,-2.4500000000000000e+01,
7.3000000000000000e+01,1.4000000000000000e+01,"1BDeGau08110014","GAU",8.0000000000000000e+00,-2.6100000000000001e+01,
7.4000000000000000e+01,1.5000000000000000e+01,"1BDeGau08110015","GAU",8.0000000000000000e+00,-2.1699999999999999e+01,
7.5000000000000000e+01,1.6000000000000000e+01,"1BDeGau08110016","GAU",8.0000000000000000e+00,-2.1400000000000002e+01,
7.6000000000000000e+01,1.7000000000000000e+01,"1BDeGau08120017","GAU",8.0000000000000000e+00,-2.5900000000000002e+01,
7.7000000000000000e+01,1.8000000000000000e+01,"1BDeGau08120018","GAU",8.0000000000000000e+00,-2.1300000000000001e+01,
7.8000000000000000e+01,1.9000000000000000e+01,"1BDeGau08120019","GAU",8.0000000000000000e+00,-2.6100000000000001e+01,
7.9000000000000000e+01,2.0000000000000000e+01,"1BDeGau08120020","GAU",8.0000000000000000e+00,-2.3500000000000000e+01,
8.0000000000000000e+01,1.0000000000000000e+00,"1BIeIre08100001","IRE",1.0000000000000000e+01,-2.6780000000000001e+01,
8.1000000000000000e+01,2.0000000000000000e+00,"1BIeIre08100002","IRE",1.0000000000000000e+01,-2.6120000000000001e+01,
8.2000000000000000e+01,3.0000000000000000e+00,"1BIeIre08100003","IRE",1.0000000000000000e+01,-2.6719999999999999e+01,
8.3000000000000000e+01,4.0000000000000000e+00,"1BIeIre08100004","IRE",1.0000000000000000e+01,-2.6390000000000001e+01,
8.4000000000000000e+01,5.0000000000000000e+00,"1BIeIre08100005","IRE",1.0000000000000000e+01,-2.6890000000000001e+01,
8.5000000000000000e+01,6.0000000000000000e+00,"1BIeIre08100006","IRE",1.0000000000000000e+01,-2.6940000000000001e+01,
8.6000000000000000e+01,7.0000000000000000e+00,"1BIeIre08100007","IRE",1.0000000000000000e+01,-2.7260000000000002e+01,
8.7000000000000000e+01,8.0000000000000000e+00,"1BIeIre08100008","IRE",1.0000000000000000e+01,-2.6600000000000001e+01,
8.8000000000000000e+01,1.0000000000000000e+00,"1BFrLim07070001","LIM",1.3000000000000000e+01,-1.8190000000000001e+01,
8.9000000000000000e+01,2.0000000000000000e+00,"1BFrLim07070002","LIM",1.3000000000000000e+01,-1.8289999999999999e+01,
9.0000000000000000e+01,3.0000000000000000e+00,"1BFrLim07070003","LIM",1.3000000000000000e+01,-1.7940000000000001e+01,
9.1000000000000000e+01,4.0000000000000000e+00,"1BFrLim07070004","LIM",1.3000000000000000e+01,-1.8020000000000000e+01,
9.2000000000000000e+01,5.0000000000000000e+00,"1BFrLim07070005","LIM",1.3000000000000000e+01,-1.8140000000000001e+01,
9.3000000000000000e+01,6.0000000000000000e+00,"1BFrLim07070006","LIM",1.3000000000000000e+01,-2.4680000000000000e+01,
9.4000000000000000e+01,7.0000000000000000e+00,"1BFrLim07070007","LIM",1.3000000000000000e+01,-2.4670000000000002e+01,
9.5000000000000000e+01,8.0000000000000000e+00,"1BFrLim07070008","LIM",1.3000000000000000e+01,-2.4640000000000001e+01,
9.6000000000000000e+01,9.0000000000000000e+00,"1BFrLim07070009","LIM",1.3000000000000000e+01,-2.4680000000000000e+01,
9.7000000000000000e+01,1.0000000000000000e+01,"1BFrLim07070010","LIM",1.3000000000000000e+01,-2.4810000000000002e+01,
9.8000000000000000e+01,1.1000000000000000e+01,"1BFrLim07070011","LIM",1.3000000000000000e+01,-2.4289999999999999e+01,
9.9000000000000000e+01,1.2000000000000000e+01,"1BFrLim07070012","LIM",1.3000000000000000e+01,-2.4320000000000000e+01,
1.0000000000000000e+02,1.3000000000000000e+01,"1BFrLim07070013","LIM",1.3000000000000000e+01,-2.4240000000000002e+01,
1.0100000000000000e+02,1.4000000000000000e+01,"1BFrLim07070014","LIM",1.3000000000000000e+01,-2.4219999999999999e+01,
1.0200000000000000e+02,1.5000000000000000e+01,"1BFrLim07070015","LIM",1.3000000000000000e+01,-2.4160000000000000e+01,
1.0300000000000000e+02,1.6000000000000000e+01,"1BFrLim07070016","LIM",1.3000000000000000e+01,-1.8219999999999999e+01,
1.0400000000000000e+02,1.7000000000000000e+01,"1BFrLim07070017","LIM",1.3000000000000000e+01,-1.8160000000000000e+01,
1.0500000000000000e+02,1.8000000000000000e+01,"1BFrLim07070018","LIM",1.3000000000000000e+01,-1.8250000000000000e+01,
1.0600000000000000e+02,1.9000000000000000e+01,"1BFrLim07070019","LIM",1.3000000000000000e+01,-1.8260000000000002e+01,
1.0700000000000000e+02,2.0000000000000000e+01,"1BFrLim07070020","LIM",1.3000000000000000e+01,-1.8020000000000000e+01,
1.0800000000000000e+02,1.0000000000000000e+00,"1BAuMue09030001","MUE",1.5000000000000000e+01,-2.5570000000000000e+01,
1.0900000000000000e+02,2.0000000000000000e+00,"1BAuMue09030001","MUE",1.5000000000000000e+01,-2.5490000000000002e+01,
1.1000000000000000e+02,3.0000000000000000e+00,"1BAuMue09030001","MUE",1.5000000000000000e+01,-2.5039999999999999e+01,
1.1100000000000000e+02,4.0000000000000000e+00,"1BAuMue09030001","MUE",1.5000000000000000e+01,-2.0170000000000002e+01,
1.1200000000000000e+02,1.0000000000000000e+00,"1BDeNor08060001","NOR",1.6000000000000000e+01,-2.6000000000000000e+01,
1.1300000000000000e+02,2.0000000000000000e+00,"1BDeNor08060002","NOR",1.6000000000000000e+01,-2.4900000000000002e+01,
1.1400000000000000e+02,3.0000000000000000e+00,"1BDeNor08060003","NOR",1.6000000000000000e+01,-2.4699999999999999e+01,
1.1500000000000000e+02,4.0000000000000000e+00,"1BDeNor08060004","NOR",1.6000000000000000e+01,-2.5300000000000001e+01,
1.1600000000000000e+02,5.0000000000000000e+00,"1BDeNor08060005","NOR",1.6000000000000000e+01,-2.6000000000000000e+01,
1.1700000000000000e+02,6.0000000000000000e+00,"1BDeNor08060006","NOR",1.6000000000000000e+01,-2.6000000000000000e+01,
1.1800000000000000e+02,7.0000000000000000e+00,"1BDeNor08060007","NOR",1.6000000000000000e+01,-2.5400000000000002e+01,
1.1900000000000000e+02,8.0000000000000000e+00,"1BDeNor08060008","NOR",1.6000000000000000e+01,-2.5100000000000001e+01,
1.2000000000000000e+02,9.0000000000000000e+00,"1BDeNor08090009","NOR",1.6000000000000000e+01,-2.4800000000000001e+01,
1.2100000000000000e+02,1.0000000000000000e+01,"1BDeNor08090010","NOR",1.6000000000000000e+01,-1.7699999999999999e+01,
1.2200000000000000e+02,1.1000000000000000e+01,"1BDeNor08090011","NOR",1.6000000000000000e+01,-2.4800000000000001e+01,
1.2300000000000000e+02,1.2000000000000000e+01,"1BDeNor08100012","NOR",1.6000000000000000e+01,-2.5600000000000001e+01,
1.2400000000000000e+02,1.3000000000000000e+01,"1BDeNor08110013","NOR",1.6000000000000000e+01,-2.6300000000000001e+01,
1.2500000000000000e+02,1.4000000000000000e+01,"1BDeNor08110014","NOR",1.6000000000000000e+01,-2.4500000000000000e+01,
1.2600000000000000e+02,1.5000000000000000e+01,"1BDeNor08110015","NOR",1.6000000000000000e+01,-2.6199999999999999e+01,
1.2700000000000000e+02,1.6000000000000000e+01,"1BDeNor08120016","NOR",1.6000000000000000e+01,-2.5199999999999999e+01,
1.2800000000000000e+02,1.7000000000000000e+01,"1BDeNor08120017","NOR",1.6000000000000000e+01,-2.6100000000000001e+01,
1.2900000000000000e+02,1.8000000000000000e+01,"1BDeNor08120018","NOR",1.6000000000000000e+01,-2.4600000000000001e+01,
1.3000000000000000e+02,1.9000000000000000e+01,"1BDeNor08120019","NOR",1.6000000000000000e+01,-2.5000000000000000e+01,
1.3100000000000000e+02,2.0000000000000000e+01,"1BDeNor08120020","NOR",1.6000000000000000e+01,-2.5400000000000002e+01,
1.3200000000000000e+02,1.0000000000000000e+00,"1BUKOrk08030001","ORK",1.7000000000000000e+01,-2.7150000000000002e+01,
1.3300000000000000e+02,2.0000000000000000e+00,"1BUKOrk08030002","ORK",1.7000000000000000e+01,-2.6820000000000000e+01,
1.3400000000000000e+02,3.0000000000000000e+00,"1BUKOrk08030003","ORK",1.7000000000000000e+01,-2.7090000000000000e+01,
1.3500000000000000e+02,4.0000000000000000e+00,"1BUKOrk08030004","ORK",1.7000000000000000e+01,-2.7109999999999999e+01,
1.3600000000000000e+02,5.0000000000000000e+00,"1BUKOrk08030005","ORK",1.7000000000000000e+01,-2.7020000000000000e+01,
1.3700000000000000e+02,6.0000000000000000e+00,"1BUKOrk08030006","ORK",1.7000000000000000e+01,-2.6560000000000002e+01,
1.3800000000000000e+02,7.0000000000000000e+00,"1BUKOrk08030007","ORK",1.7000000000000000e+01,-2.6500000000000000e+01,
1.3900000000000000e+02,8.0000000000000000e+00,"1BUKOrk08030008","ORK",1.7000000000000000e+01,-2.7219999999999999e+01,
1.4000000000000000e+02,9.0000000000000000e+00,"1BUKOrk08030009","ORK",1.7000000000000000e+01,-2.7129999999999999e+01,
1.4100000000000000e+02,1.0000000000000000e+01,"1BUKOrk08030010","ORK",1.7000000000000000e+01,-2.6570000000000000e+01,
1.4200000000000000e+02,1.1000000000000000e+01,"1BUKOrk08030011","ORK",1.7000000000000000e+01,-2.7020000000000000e+01,
1.4300000000000000e+02,1.2000000000000000e+01,"1BUKOrk08030012","ORK",1.7000000000000000e+01,-2.7160000000000000e+01,
1.4400000000000000e+02,1.3000000000000000e+01,"1BUKOrk08030013","ORK",1.7000000000000000e+01,-2.7140000000000001e+01,
1.4500000000000000e+02,1.4000000000000000e+01,"1BUKOrk08030014","ORK",1.7000000000000000e+01,-2.5620000000000001e+01,
1.4600000000000000e+02,1.5000000000000000e+01,"1BUKOrk08030015","ORK",1.7000000000000000e+01,-2.5850000000000001e+01,
1.4700000000000000e+02,1.6000000000000000e+01,"1BUKOrk08030016","ORK",1.7000000000000000e+01,-2.7190000000000001e+01,
1.4800000000000000e+02,1.7000000000000000e+01,"1BUKOrk08030017","ORK",1.7000000000000000e+01,-2.7580000000000002e+01,
1.4900000000000000e+02,1.8000000000000000e+01,"1BUKOrk08030018","ORK",1.7000000000000000e+01,-2.6590000000000000e+01,
1.5000000000000000e+02,1.9000000000000000e+01,"1BUKOrk08030019","ORK",1.7000000000000000e+01,-2.6600000000000001e+01,
1.5100000000000000e+02,2.0000000000000000e+01,"1BUKOrk08030020","ORK",1.7000000000000000e+01,-2.6670000000000002e+01,
1.5200000000000000e+02,2.1000000000000000e+01,"1BUKOrk08100001","ORK",1.7000000000000000e+01,-2.6640000000000001e+01,
1.5300000000000000e+02,2.2000000000000000e+01,"1BUKOrk08100002","ORK",1.7000000000000000e+01,-2.6650000000000002e+01,
1.5400000000000000e+02,2.3000000000000000e+01,"1BUKOrk08100003","ORK",1.7000000000000000e+01,-2.6580000000000002e+01,
1.5500000000000000e+02,1.0000000000000000e+00,"1BItSic06090001","SIC",1.9000000000000000e+01,-2.0609999999999999e+01,
1.5600000000000000e+02,2.0000000000000000e+00,"1BItSic06090002","SIC",1.9000000000000000e+01,-2.1309999999999999e+01,
1.5700000000000000e+02,3.0000000000000000e+00,"1BItSic06090003","SIC",1.9000000000000000e+01,-2.1809999999999999e+01,
1.5800000000000000e+02,4.0000000000000000e+00,"1BItSic06090004","SIC",1.9000000000000000e+01,-1.9930000000000000e+01,
1.5900000000000000e+02,5.0000000000000000e+00,"1BItSic06090005","SIC",1.9000000000000000e+01,-1.9989999999999998e+01,
1.6000000000000000e+02,6.0000000000000000e+00,"1BItSic06090006","SIC",1.9000000000000000e+01,-2.0260000000000002e+01,
1.6100000000000000e+02,7.0000000000000000e+00,"1BItSic06090007","SIC",1.9000000000000000e+01,-2.0280000000000001e+01,
1.6200000000000000e+02,8.0000000000000000e+00,"1BItSic06090008","SIC",1.9000000000000000e+01,-2.0260000000000002e+01,
1.6300000000000000e+02,9.0000000000000000e+00,"1BItSic06090009","SIC",1.9000000000000000e+01,-2.1660000000000000e+01,
1.6400000000000000e+02,1.0000000000000000e+01,"1BItSic06090010","SIC",1.9000000000000000e+01,-1.8949999999999999e+01,
1.6500000000000000e+02,1.1000000000000000e+01,"1BItSic08040001","SIC",1.9000000000000000e+01,-1.9840000000000000e+01,
1.6600000000000000e+02,1.2000000000000000e+01,"1BItSic08040002","SIC",1.9000000000000000e+01,-2.0670000000000002e+01,
1.6700000000000000e+02,1.3000000000000000e+01,"1BItSic08040003","SIC",1.9000000000000000e+01,-2.0449999999999999e+01,
1.6800000000000000e+02,1.4000000000000000e+01,"1BItSic08040004","SIC",1.9000000000000000e+01,-2.0859999999999999e+01,
1.6900000000000000e+02,1.5000000000000000e+01,"1BItSic08040005","SIC",1.9000000000000000e+01,-2.2870000000000001e+01,
1.7000000000000000e+02,1.6000000000000000e+01,"1BItSic08040006","SIC",1.9000000000000000e+01,-1.7480000000000000e+01,
1.7100000000000000e+02,1.7000000000000000e+01,"1BItSic08040007","SIC",1.9000000000000000e+01,-1.9730000000000000e+01,
1.7200000000000000e+02,1.8000000000000000e+01,"1BItSic08040008","SIC",1.9000000000000000e+01,-1.8440000000000001e+01,
1.7300000000000000e+02,1.9000000000000000e+01,"1BItSic08040009","SIC",1.9000000000000000e+01,-2.0460000000000001e+01,
1.7400000000000000e+02,2.0000000000000000e+01,"1BItSic08040010","SIC",1.9000000000000000e+01,-1.8059999999999999e+01,
1.7500000000000000e+02,1.0000000000000000e+00,"1BItTos07080001","TOS",2.0000000000000000e+01,-1.7989999999999998e+01,
1.7600000000000000e+02,2.0000000000000000e+00,"1BItTos07080002","TOS",2.0000000000000000e+01,-1.8320000000000000e+01,
1.7700000000000000e+02,3.0000000000000000e+00,"1BItTos07080003","TOS",2.0000000000000000e+01,-1.7449999999999999e+01,
1.7800000000000000e+02,4.0000000000000000e+00,"1BItTos07080004","TOS",2.0000000000000000e+01,-1.7850000000000001e+01,
1.7900000000000000e+02,5.0000000000000000e+00,"1BItTos07080005","TOS",2.0000000000000000e+01,-2.2710000000000001e+01,
1.8000000000000000e+02,6.0000000000000000e+00,"1BItTos07080006","TOS",2.0000000000000000e+01,-2.2859999999999999e+01,
1.8100000000000000e+02,7.0000000000000000e+00,"1BItTos07080007","TOS",2.0000000000000000e+01,-1.8680000000000000e+01,
1.8200000000000000e+02,8.0000000000000000e+00,"1BItTos07080008","TOS",2.0000000000000000e+01,-1.8680000000000000e+01,
1.8300000000000000e+02,9.0000000000000000e+00,"1BItTos07080009","TOS",2.0000000000000000e+01,-1.8739999999999998e+01,
1.8400000000000000e+02,1.0000000000000000e+01,"1BItTos07080010","TOS",2.0000000000000000e+01,-1.8690000000000001e+01,
1.8500000000000000e+02,1.1000000000000000e+01,"1BItTos07100001","TOS",2.0000000000000000e+01,-1.8350000000000001e+01,
1.8600000000000000e+02,1.2000000000000000e+01,"1BItTos07100002","TOS",2.0000000000000000e+01,-1.7850000000000001e+01,
1.8700000000000000e+02,1.3000000000000000e+01,"1BItTos07100003","TOS",2.0000000000000000e+01,-1.8420000000000002e+01,
1.8800000000000000e+02,1.4000000000000000e+01,"1BItTos07100004","TOS",2.0000000000000000e+01,-1.8600000000000001e+01,
1.8900000000000000e+02,1.5000000000000000e+01,"1BItTos07100005","TOS",2.0000000000000000e+01,-1.8449999999999999e+01,
1.9000000000000000e+02,1.6000000000000000e+01,"1BItTos07100006","TOS",2.0000000000000000e+01,-1.8420000000000002e+01,
1.9100000000000000e+02,1.7000000000000000e+01,"1BItTos07100007","TOS",2.0000000000000000e+01,-1.8390000000000001e+01,
1.9200000000000000e+02,1.8000000000000000e+01,"1BItTos07100008","TOS",2.0000000000000000e+01,-1.8430000000000000e+01,
1.9300000000000000e+02,1.9000000000000000e+01,"1BItTos08010001","TOS",2.0000000000000000e+01,-1.9350000000000001e+01,
1.9400000000000000e+02,2.0000000000000000e+01,"1BItTos08010002","TOS",2.0000000000000000e+01,-1.9230000000000000e+01,
1.9500000000000000e+02,1.0000000000000000e+00,"1BItTre08__0007","TRE",2.1000000000000000e+01,-2.4400000000000002e+01,
1.9600000000000000e+02,2.0000000000000000e+00,"1BItTre08__0008","TRE",2.1000000000000000e+01,-2.3260000000000002e+01,
1.9700000000000000e+02,3.0000000000000000e+00,"1BItTre08__0009","TRE",2.1000000000000000e+01,-2.3690000000000001e+01,
1.9800000000000000e+02,4.0000000000000000e+00,"1BItTre08050001","TRE",2.1000000000000000e+01,-2.3480000000000000e+01,
1.9900000000000000e+02,5.0000000000000000e+00,"1BItTre08050002","TRE",2.1000000000000000e+01,-2.4530000000000001e+01,
2.0000000000000000e+02,6.0000000000000000e+00,"1BItTre08060003","TRE",2.1000000000000000e+01,-2.1280000000000001e+01,
2.0100000000000000e+02,7.0000000000000000e+00,"1BItTre08060004","TRE",2.1000000000000000e+01,-2.4560000000000002e+01,
2.0200000000000000e+02,8.0000000000000000e+00,"1BItTre08070005","TRE",2.1000000000000000e+01,-2.0300000000000001e+01,
2.0300000000000000e+02,9.0000000000000000e+00,"1BItTre08080006","TRE",2.1000000000000000e+01,-1.9809999999999999e+01,
2.0400000000000000e+02,1.0000000000000000e+01,"1BItTre08110010","TRE",2.1000000000000000e+01,-2.4520000000000000e+01,
2.0500000000000000e+02,1.1000000000000000e+01,"1BItTre08110011","TRE",2.1000000000000000e+01,-2.1449999999999999e+01,
2.0600000000000000e+02,1.2000000000000000e+01,"1BItTre08110012","TRE",2.1000000000000000e+01,-2.3359999999999999e+01,
2.0700000000000000e+02,1.3000000000000000e+01,"1BItTre08110013","TRE",2.1000000000000000e+01,-1.9989999999999998e+01,
2.0800000000000000e+02,1.4000000000000000e+01,"1BItTre08110014","TRE",2.1000000000000000e+01,-2.4600000000000001e+01,
2.0900000000000000e+02,1.5000000000000000e+01,"1BItTre08110015","TRE",2.1000000000000000e+01,-2.1690000000000001e+01,
2.1000000000000000e+02,1.6000000000000000e+01,"1BItTre08110016","TRE",2.1000000000000000e+01,-1.9910000000000000e+01,
2.1100000000000000e+02,1.7000000000000000e+01,"1BItTre08110017","TRE",2.1000000000000000e+01,-2.0070000000000000e+01,
2.1200000000000000e+02,1.8000000000000000e+01,"1BItTre08110018","TRE",2.1000000000000000e+01,-2.1469999999999999e+01,
2.1300000000000000e+02,1.9000000000000000e+01,"1BItTre08110019","TRE",2.1000000000000000e+01,-2.0710000000000001e+01,
2.1400000000000000e+02,2.0000000000000000e+01,"1BItTre08110020","TRE",2.1000000000000000e+01,-2.1550000000000001e+01,
2.1500000000000000e+02,2.1000000000000000e+01,"1BItTre08110021","TRE",2.1000000000000000e+01,-2.1359999999999999e+01,
2.1600000000000000e+02,2.2000000000000000e+01,"1BItTre08110022","TRE",2.1000000000000000e+01,-1.9340000000000000e+01,
