ID,NR,TraceSampleCode,Region,RegionNo,d34S,LabNo
2.3000000000000000e+01,4.0000000000000000e+00,"1BUKCor0802001","COR",5.0000000000000000e+00,7.1000000000000005e+00,
2.4000000000000000e+01,5.0000000000000000e+00,"1BUKCor0802002","COR",5.0000000000000000e+00,7.5000000000000000e+00,
2.5000000000000000e+01,6.0000000000000000e+00,"1BUKCor0805001","COR",5.0000000000000000e+00,8.8000000000000007e+00,
2.6000000000000000e+01,7.0000000000000000e+00,"1BUKCor0805002","COR",5.0000000000000000e+00,9.1999999999999993e+00,
2.7000000000000000e+01,8.0000000000000000e+00,"1BUKCor0805003","COR",5.0000000000000000e+00,7.7999999999999998e+00,
2.8000000000000000e+01,9.0000000000000000e+00,"1BUKCor0805004","COR",5.0000000000000000e+00,6.7999999999999998e+00,
2.9000000000000000e+01,1.0000000000000000e+01,"1BUKCor0805005","COR",5.0000000000000000e+00,5.7999999999999998e+00,
3.0000000000000000e+01,1.1000000000000000e+01,"1BUKCor0809001","COR",5.0000000000000000e+00,9.4000000000000004e+00,
3.1000000000000000e+01,1.2000000000000000e+01,"1BUKCor0809002","COR",5.0000000000000000e+00,1.1500000000000000e+01,
3.2000000000000000e+01,1.3000000000000000e+01,"1BUKCor0809003","COR",5.0000000000000000e+00,9.3000000000000007e+00,
3.3000000000000000e+01,1.4000000000000000e+01,"1BUKCor0809004","COR",5.0000000000000000e+00,8.8000000000000007e+00,
3.4000000000000000e+01,1.5000000000000000e+01,"1BUKCor0810001","COR",5.0000000000000000e+00,8.0000000000000000e+00,
3.5000000000000000e+01,1.6000000000000000e+01,"1BUKCor0811001","COR",5.0000000000000000e+00,1.0400000000000000e+01,
3.6000000000000000e+01,1.7000000000000000e+01,"1BUKCor0811002","COR",5.0000000000000000e+00,7.2999999999999998e+00,
3.7000000000000000e+01,1.8000000000000000e+01,"1BUKCor0811003","COR",5.0000000000000000e+00,9.1999999999999993e+00,
3.8000000000000000e+01,1.9000000000000000e+01,"1BUKCor0811004","COR",5.0000000000000000e+00,6.2000000000000002e+00,
3.9000000000000000e+01,2.0000000000000000e+01,"1BUKCor0812001","COR",5.0000000000000000e+00,9.5000000000000000e+00,
4.0000000000000000e+01,1.0000000000000000e+00,"1BDeFra06090001","FRA",6.0000000000000000e+00,5.4000000000000004e+00,
4.1000000000000000e+01,2.0000000000000000e+00,"1BDeFra06090002","FRA",6.0000000000000000e+00,6.2999999999999998e+00,
4.2000000000000000e+01,3.0000000000000000e+00,"1BDeFra06090003","FRA",6.0000000000000000e+00,4.9000000000000004e+00,
4.3000000000000000e+01,4.0000000000000000e+00,"1BDeFra06090004","FRA",6.0000000000000000e+00,5.2999999999999998e+00,
4.4000000000000000e+01,5.0000000000000000e+00,"1BDeFra06090005","FRA",6.0000000000000000e+00,4.7999999999999998e+00,
4.5000000000000000e+01,6.0000000000000000e+00,"1BDeFra06090006","FRA",6.0000000000000000e+00,5.5000000000000000e+00,
4.6000000000000000e+01,7.0000000000000000e+00,"1BDeFra06090007","FRA",6.0000000000000000e+00,5.2999999999999998e+00,
4.7000000000000000e+01,8.0000000000000000e+00,"1BDeFra06090008","FRA",6.0000000000000000e+00,5.7999999999999998e+00,
4.8000000000000000e+01,9.0000000000000000e+00,"1BDeFra06090009","FRA",6.0000000000000000e+00,3.8000000000000003e+00,
4.9000000000000000e+01,1.0000000000000000e+01,"1BDeFra06090010","FRA",6.0000000000000000e+00,3.0000000000000000e+00,
5.0000000000000000e+01,1.1000000000000000e+01,"1BDeFra06090011","FRA",6.0000000000000000e+00,4.7999999999999998e+00,
5.1000000000000000e+01,1.2000000000000000e+01,"1BDeFra06090012","FRA",6.0000000000000000e+00,4.5000000000000000e+00,
5.2000000000000000e+01,1.3000000000000000e+01,"1BDeFra06090013","FRA",6.0000000000000000e+00,4.2000000000000002e+00,
5.3000000000000000e+01,1.4000000000000000e+01,"1BDeFra06090014","FRA",6.0000000000000000e+00,5.7000000000000002e+00,
5.4000000000000000e+01,1.5000000000000000e+01,"1BDeFra06090015","FRA",6.0000000000000000e+00,3.7000000000000002e+00,
5.5000000000000000e+01,1.6000000000000000e+01,"1BDeFra06090016","FRA",6.0000000000000000e+00,1.3000000000000000e+00,
5.6000000000000000e+01,1.7000000000000000e+01,"1BDeFra06090017","FRA",6.0000000000000000e+00,4.0000000000000000e+00,
5.7000000000000000e+01,1.8000000000000000e+01,"1BDeFra06090018","FRA",6.0000000000000000e+00,8.0000000000000004e-01,
5.8000000000000000e+01,1.9000000000000000e+01,"1BDeFra06090019","FRA",6.0000000000000000e+00,1.3000000000000000e+00,
5.9000000000000000e+01,2.0000000000000000e+01,"1BDeFra06090020","FRA",6.0000000000000000e+00,8.0000000000000004e-01,
6.0000000000000000e+01,1.0000000000000000e+00,"1BDeGau08090001","GAU",8.0000000000000000e+00,4.7999999999999998e+00,
6.1000000000000000e+01,2.0000000000000000e+00,"1BDeGau08090002","GAU",8.0000000000000000e+00,4.5999999999999996e+00,
6.2000000000000000e+01,3.0000000000000000e+00,"1BDeGau08090003","GAU",8.0000000000000000e+00,5.0999999999999996e+00,
6.3000000000000000e+01,4.0000000000000000e+00,"1BDeGau08100004","GAU",8.0000000000000000e+00,5.2999999999999998e+00,
6.4000000000000000e+01,5.0000000000000000e+00,"1BDeGau08100005","GAU",8.0000000000000000e+00,6.6000000000000005e+00,
6.5000000000000000e+01,6.0000000000000000e+00,"1BDeGau08100006","GAU",8.0000000000000000e+00,5.4000000000000004e+00,
6.6000000000000000e+01,7.0000000000000000e+00,"1BDeGau08100007","GAU",8.0000000000000000e+00,5.6000000000000005e+00,
6.7000000000000000e+01,8.0000000000000000e+00,"1BDeGau08100008","GAU",8.0000000000000000e+00,5.2999999999999998e+00,
6.8000000000000000e+01,9.0000000000000000e+00,"1BDeGau08100009","GAU",8.0000000000000000e+00,5.5000000000000000e+00,
6.9000000000000000e+01,1.0000000000000000e+01,"1BDeGau08100010","GAU",8.0000000000000000e+00,5.4000000000000004e+00,
7.0000000000000000e+01,1.1000000000000000e+01,"1BDeGau08100011","GAU",8.0000000000000000e+00,5.2999999999999998e+00,
7.1000000000000000e+01,1.2000000000000000e+01,"1BDeGau08100012","GAU",8.0000000000000000e+00,5.9000000000000004e+00,
7.2000000000000000e+01,1.3000000000000000e+01,"1BDeGau08100013","GAU",8.0000000000000000e+00,5.2000000000000002e+00,
7.3000000000000000e+01,1.4000000000000000e+01,"1BDeGau08110014","GAU",8.0000000000000000e+00,4.7000000000000002e+00,
7.4000000000000000e+01,1.5000000000000000e+01,"1BDeGau08110015","GAU",8.0000000000000000e+00,5.2000000000000002e+00,
7.5000000000000000e+01,1.6000000000000000e+01,"1BDeGau08110016","GAU",8.0000000000000000e+00,5.0000000000000000e+00,
7.6000000000000000e+01,1.7000000000000000e+01,"1BDeGau08120017","GAU",8.0000000000000000e+00,4.9000000000000004e+00,
7.7000000000000000e+01,1.8000000000000000e+01,"1BDeGau08120018","GAU",8.0000000000000000e+00,4.5999999999999996e+00,
7.8000000000000000e+01,1.9000000000000000e+01,"1BDeGau08120019","GAU",8.0000000000000000e+00,5.0999999999999996e+00,
7.9000000000000000e+01,2.0000000000000000e+01,"1BDeGau08120020","GAU",8.0000000000000000e+00,5.5000000000000000e+00,
8.0000000000000000e+01,1.0000000000000000e+00,"1BIeIre08100001","IRE",1.0000000000000000e+01,8.3499999999999996e+00,
8.1000000000000000e+01,2.0000000000000000e+00,"1BIeIre08100002","IRE",1.0000000000000000e+01,7.3300000000000001e+00,
8.2000000000000000e+01,3.0000000000000000e+00,"1BIeIre08100003","IRE",1.0000000000000000e+01,7.3900000000000006e+00,
8.3000000000000000e+01,4.0000000000000000e+00,"1BIeIre08100004","IRE",1.0000000000000000e+01,7.4199999999999999e+00,
8.4000000000000000e+01,5.0000000000000000e+00,"1BIeIre08100005","IRE",1.0000000000000000e+01,9.0000000000000000e+00,
8.5000000000000000e+01,6.0000000000000000e+00,"1BIeIre08100006","IRE",1.0000000000000000e+01,9.0999999999999996e+00,
8.6000000000000000e+01,7.0000000000000000e+00,"1BIeIre08100007","IRE",1.0000000000000000e+01,1.1050000000000001e+01,
8.7000000000000000e+01,8.0000000000000000e+00,"1BIeIre08100008","IRE",1.0000000000000000e+01,1.1150000000000000e+01,
8.8000000000000000e+01,1.0000000000000000e+00,"1BFrLim07070001","LIM",1.3000000000000000e+01,7.1299999999999999e+00,
8.9000000000000000e+01,2.0000000000000000e+00,"1BFrLim07070002","LIM",1.3000000000000000e+01,6.9600000000000000e+00,
9.0000000000000000e+01,3.0000000000000000e+00,"1BFrLim07070003","LIM",1.3000000000000000e+01,7.3799999999999999e+00,
9.1000000000000000e+01,4.0000000000000000e+00,"1BFrLim07070004","LIM",1.3000000000000000e+01,7.2999999999999998e+00,
9.2000000000000000e+01,5.0000000000000000e+00,"1BFrLim07070005","LIM",1.3000000000000000e+01,7.1600000000000001e+00,
9.3000000000000000e+01,6.0000000000000000e+00,"1BFrLim07070006","LIM",1.3000000000000000e+01,6.7599999999999998e+00,
9.4000000000000000e+01,7.0000000000000000e+00,"1BFrLim07070007","LIM",1.3000000000000000e+01,6.7999999999999998e+00,
9.5000000000000000e+01,8.0000000000000000e+00,"1BFrLim07070008","LIM",1.3000000000000000e+01,6.6100000000000003e+00,
9.6000000000000000e+01,9.0000000000000000e+00,"1BFrLim07070009","LIM",1.3000000000000000e+01,6.6100000000000003e+00,
9.7000000000000000e+01,1.0000000000000000e+01,"1BFrLim07070010","LIM",1.3000000000000000e+01,6.6699999999999999e+00,
9.8000000000000000e+01,1.1000000000000000e+01,"1BFrLim07070011","LIM",1.3000000000000000e+01,5.5300000000000002e+00,
9.9000000000000000e+01,1.2000000000000000e+01,"1BFrLim07070012","LIM",1.3000000000000000e+01,5.5300000000000002e+00,
1.0000000000000000e+02,1.3000000000000000e+01,"1BFrLim07070013","LIM",1.3000000000000000e+01,5.5899999999999999e+00,
1.0100000000000000e+02,1.4000000000000000e+01,"1BFrLim07070014","LIM",1.3000000000000000e+01,5.4900000000000002e+00,
1.0200000000000000e+02,1.5000000000000000e+01,"1BFrLim07070015","LIM",1.3000000000000000e+01,5.4400000000000004e+00,
1.0300000000000000e+02,1.6000000000000000e+01,"1BFrLim07070016","LIM",1.3000000000000000e+01,6.9199999999999999e+00,
1.0400000000000000e+02,1.7000000000000000e+01,"1BFrLim07070017","LIM",1.3000000000000000e+01,6.9900000000000002e+00,
1.0500000000000000e+02,1.8000000000000000e+01,"1BFrLim07070018","LIM",1.3000000000000000e+01,7.0499999999999998e+00,
1.0600000000000000e+02,1.9000000000000000e+01,"1BFrLim07070019","LIM",1.3000000000000000e+01,7.2300000000000004e+00,
1.0700000000000000e+02,2.0000000000000000e+01,"1BFrLim07070020","LIM",1.3000000000000000e+01,6.9000000000000004e+00,
1.0800000000000000e+02,1.0000000000000000e+00,"1BAuMue09030001","MUE",1.5000000000000000e+01,3.7900000000000000e+00,
1.0900000000000000e+02,2.0000000000000000e+00,"1BAuMue09030001","MUE",1.5000000000000000e+01,3.8300000000000001e+00,
1.1000000000000000e+02,3.0000000000000000e+00,"1BAuMue09030001","MUE",1.5000000000000000e+01,4.1200000000000001e+00,
1.1100000000000000e+02,4.0000000000000000e+00,"1BAuMue09030001","MUE",1.5000000000000000e+01,3.8900000000000001e+00,
1.1200000000000000e+02,1.0000000000000000e+00,"1BDeNor08060001","NOR",1.6000000000000000e+01,3.8000000000000003e+00,
1.1300000000000000e+02,2.0000000000000000e+00,"1BDeNor08060002","NOR",1.6000000000000000e+01,4.2999999999999998e+00,
1.1400000000000000e+02,3.0000000000000000e+00,"1BDeNor08060003","NOR",1.6000000000000000e+01,5.7999999999999998e+00,
1.1500000000000000e+02,4.0000000000000000e+00,"1BDeNor08060004","NOR",1.6000000000000000e+01,3.3000000000000003e+00,
1.1600000000000000e+02,5.0000000000000000e+00,"1BDeNor08060005","NOR",1.6000000000000000e+01,2.8999999999999999e+00,
1.1700000000000000e+02,6.0000000000000000e+00,"1BDeNor08060006","NOR",1.6000000000000000e+01,1.7000000000000000e+00,
1.1800000000000000e+02,7.0000000000000000e+00,"1BDeNor08060007","NOR",1.6000000000000000e+01,2.2999999999999998e+00,
1.1900000000000000e+02,8.0000000000000000e+00,"1BDeNor08060008","NOR",1.6000000000000000e+01,5.0000000000000000e-01,
1.2000000000000000e+02,9.0000000000000000e+00,"1BDeNor08090009","NOR",1.6000000000000000e+01,4.0999999999999996e+00,
1.2100000000000000e+02,1.0000000000000000e+01,"1BDeNor08090010","NOR",1.6000000000000000e+01,5.4000000000000004e+00,
1.2200000000000000e+02,1.1000000000000000e+01,"1BDeNor08090011","NOR",1.6000000000000000e+01,3.7000000000000002e+00,
1.2300000000000000e+02,1.2000000000000000e+01,"1BDeNor08100012","NOR",1.6000000000000000e+01,2.2999999999999998e+00,
1.2400000000000000e+02,1.3000000000000000e+01,"1BDeNor08110013","NOR",1.6000000000000000e+01,4.0000000000000000e+00,
1.2500000000000000e+02,1.4000000000000000e+01,"1BDeNor08110014","NOR",1.6000000000000000e+01,4.9000000000000004e+00,
1.2600000000000000e+02,1.5000000000000000e+01,"1BDeNor08110015","NOR",1.6000000000000000e+01,4.0000000000000000e+00,
1.2700000000000000e+02,1.6000000000000000e+01,"1BDeNor08120016","NOR",1.6000000000000000e+01,1.3000000000000000e+00,
1.2800000000000000e+02,1.7000000000000000e+01,"1BDeNor08120017","NOR",1.6000000000000000e+01,3.6000000000000001e+00,
1.2900000000000000e+02,1.8000000000000000e+01,"1BDeNor08120018","NOR",1.6000000000000000e+01,4.5000000000000000e+00,
1.3000000000000000e+02,1.9000000000000000e+01,"1BDeNor08120019","NOR",1.6000000000000000e+01,1.6000000000000001e+00,
1.3100000000000000e+02,2.0000000000000000e+01,"1BDeNor08120020","NOR",1.6000000000000000e+01,2.8000000000000003e+00,
1.3200000000000000e+02,1.0000000000000000e+00,"1BUKOrk08030001","ORK",1.7000000000000000e+01,8.3000000000000007e+00,
1.3300000000000000e+02,2.0000000000000000e+00,"1BUKOrk08030002","ORK",1.7000000000000000e+01,1.0400000000000000e+01,
1.3400000000000000e+02,3.0000000000000000e+00,"1BUKOrk08030003","ORK",1.7000000000000000e+01,5.6000000000000005e+00,
1.3500000000000000e+02,4.0000000000000000e+00,"1BUKOrk08030004","ORK",1.7000000000000000e+01,4.0000000000000000e+00,
1.3600000000000000e+02,5.0000000000000000e+00,"1BUKOrk08030005","ORK",1.7000000000000000e+01,5.9999999999999998e-01,
1.3700000000000000e+02,6.0000000000000000e+00,"1BUKOrk08030006","ORK",1.7000000000000000e+01,1.1700000000000001e+01,
1.3800000000000000e+02,7.0000000000000000e+00,"1BUKOrk08030007","ORK",1.7000000000000000e+01,1.1200000000000001e+01,
1.3900000000000000e+02,8.0000000000000000e+00,"1BUKOrk08030008","ORK",1.7000000000000000e+01,1.1000000000000000e+01,
1.4000000000000000e+02,9.0000000000000000e+00,"1BUKOrk08030009","ORK",1.7000000000000000e+01,1.1300000000000001e+01,
1.4100000000000000e+02,1.0000000000000000e+01,"1BUKOrk08030010","ORK",1.7000000000000000e+01,1.3100000000000000e+01,
1.4200000000000000e+02,1.1000000000000000e+01,"1BUKOrk08030011","ORK",1.7000000000000000e+01,1.4500000000000000e+01,
1.4300000000000000e+02,1.2000000000000000e+01,"1BUKOrk08030012","ORK",1.7000000000000000e+01,1.4300000000000001e+01,
1.4400000000000000e+02,1.3000000000000000e+01,"1BUKOrk08030013","ORK",1.7000000000000000e+01,1.3200000000000001e+01,
1.4500000000000000e+02,1.4000000000000000e+01,"1BUKOrk08030014","ORK",1.7000000000000000e+01,1.1300000000000001e+01,
1.4600000000000000e+02,1.5000000000000000e+01,"1BUKOrk08030015","ORK",1.7000000000000000e+01,9.5999999999999996e+00,
1.4700000000000000e+02,1.6000000000000000e+01,"1BUKOrk08030016","ORK",1.7000000000000000e+01,1.0199999999999999e+01,
1.4800000000000000e+02,1.7000000000000000e+01,"1BUKOrk08030017","ORK",1.7000000000000000e+01,1.0800000000000001e+01,
1.4900000000000000e+02,1.8000000000000000e+01,"1BUKOrk08030018","ORK",1.7000000000000000e+01,9.5999999999999996e+00,
1.5000000000000000e+02,1.9000000000000000e+01,"1BUKOrk08030019","ORK",1.7000000000000000e+01,1.0100000000000000e+01,
1.5100000000000000e+02,2.0000000000000000e+01,"1BUKOrk08030020","ORK",1.7000000000000000e+01,1.0400000000000000e+01,
1.5200000000000000e+02,2.1000000000000000e+01,"1BUKOrk08100001","ORK",1.7000000000000000e+01,9.3000000000000007e+00,
1.5300000000000000e+02,2.2000000000000000e+01,"1BUKOrk08100002","ORK",1.7000000000000000e+01,9.9000000000000004e+00,
1.5400000000000000e+02,2.3000000000000000e+01,"1BUKOrk08100003","ORK",1.7000000000000000e+01,9.0999999999999996e+00,
1.5500000000000000e+02,1.0000000000000000e+00,"1BItSic06090001","SIC",1.9000000000000000e+01,3.0100000000000002e+00,
1.5600000000000000e+02,2.0000000000000000e+00,"1BItSic06090002","SIC",1.9000000000000000e+01,4.1200000000000001e+00,
1.5700000000000000e+02,3.0000000000000000e+00,"1BItSic06090003","SIC",1.9000000000000000e+01,-1.7000000000000000e+00,
1.5800000000000000e+02,4.0000000000000000e+00,"1BItSic06090004","SIC",1.9000000000000000e+01,3.3500000000000001e+00,
1.5900000000000000e+02,5.0000000000000000e+00,"1BItSic06090005","SIC",1.9000000000000000e+01,3.3399999999999999e+00,
1.6000000000000000e+02,6.0000000000000000e+00,"1BItSic06090006","SIC",1.9000000000000000e+01,3.1400000000000001e+00,
1.6100000000000000e+02,7.0000000000000000e+00,"1BItSic06090007","SIC",1.9000000000000000e+01,3.0100000000000002e+00,
1.6200000000000000e+02,8.0000000000000000e+00,"1BItSic06090008","SIC",1.9000000000000000e+01,2.4600000000000000e+00,
1.6300000000000000e+02,9.0000000000000000e+00,"1BItSic06090009","SIC",1.9000000000000000e+01,4.4800000000000004e+00,
1.6400000000000000e+02,1.0000000000000000e+01,"1BItSic06090010","SIC",1.9000000000000000e+01,3.9600000000000000e+00,
1.6500000000000000e+02,1.1000000000000000e+01,"1BItSic08040001","SIC",1.9000000000000000e+01,5.1799999999999997e+00,
1.6600000000000000e+02,1.2000000000000000e+01,"1BItSic08040002","SIC",1.9000000000000000e+01,1.9700000000000000e+00,
1.6700000000000000e+02,1.3000000000000000e+01,"1BItSic08040003","SIC",1.9000000000000000e+01,2.0000000000000000e+00,
1.6800000000000000e+02,1.4000000000000000e+01,"1BItSic08040004","SIC",1.9000000000000000e+01,2.9500000000000002e+00,
1.6900000000000000e+02,1.5000000000000000e+01,"1BItSic08040005","SIC",1.9000000000000000e+01,1.7700000000000000e+00,
1.7000000000000000e+02,1.6000000000000000e+01,"1BItSic08040006","SIC",1.9000000000000000e+01,4.2699999999999996e+00,
1.7100000000000000e+02,1.7000000000000000e+01,"1BItSic08040007","SIC",1.9000000000000000e+01,4.2400000000000002e+00,
1.7200000000000000e+02,1.8000000000000000e+01,"1BItSic08040008","SIC",1.9000000000000000e+01,5.1699999999999999e+00,
1.7300000000000000e+02,1.9000000000000000e+01,"1BItSic08040009","SIC",1.9000000000000000e+01,2.4100000000000001e+00,
1.7400000000000000e+02,2.0000000000000000e+01,"1BItSic08040010","SIC",1.9000000000000000e+01,6.0400000000000000e+00,
1.7500000000000000e+02,1.0000000000000000e+00,"1BItTos07080001","TOS",2.0000000000000000e+01,2.5600000000000001e+00,
1.7600000000000000e+02,2.0000000000000000e+00,"1BItTos07080002","TOS",2.0000000000000000e+01,5.2100000000000000e+00,
1.7700000000000000e+02,3.0000000000000000e+00,"1BItTos07080003","TOS",2.0000000000000000e+01,3.6299999999999999e+00,
1.7800000000000000e+02,4.0000000000000000e+00,"1BItTos07080004","TOS",2.0000000000000000e+01,3.1099999999999999e+00,
1.7900000000000000e+02,5.0000000000000000e+00,"1BItTos07080005","TOS",2.0000000000000000e+01,3.4399999999999999e+00,
1.8000000000000000e+02,6.0000000000000000e+00,"1BItTos07080006","TOS",2.0000000000000000e+01,3.4300000000000002e+00,
1.8100000000000000e+02,7.0000000000000000e+00,"1BItTos07080007","TOS",2.0000000000000000e+01,4.4900000000000002e+00,
1.8200000000000000e+02,8.0000000000000000e+00,"1BItTos07080008","TOS",2.0000000000000000e+01,4.5199999999999996e+00,
1.8300000000000000e+02,9.0000000000000000e+00,"1BItTos07080009","TOS",2.0000000000000000e+01,4.6100000000000003e+00,
1.8400000000000000e+02,1.0000000000000000e+01,"1BItTos07080010","TOS",2.0000000000000000e+01,4.5700000000000003e+00,
1.8500000000000000e+02,1.1000000000000000e+01,"1BItTos07100001","TOS",2.0000000000000000e+01,5.2800000000000002e+00,
1.8600000000000000e+02,1.2000000000000000e+01,"1BItTos07100002","TOS",2.0000000000000000e+01,3.2200000000000002e+00,
1.8700000000000000e+02,1.3000000000000000e+01,"1BItTos07100003","TOS",2.0000000000000000e+01,5.1299999999999999e+00,
1.8800000000000000e+02,1.4000000000000000e+01,"1BItTos07100004","TOS",2.0000000000000000e+01,5.3399999999999999e+00,
1.8900000000000000e+02,1.5000000000000000e+01,"1BItTos07100005","TOS",2.0000000000000000e+01,5.6000000000000005e+00,
1.9000000000000000e+02,1.6000000000000000e+01,"1BItTos07100006","TOS",2.0000000000000000e+01,5.5499999999999998e+00,
1.9100000000000000e+02,1.7000000000000000e+01,"1BItTos07100007","TOS",2.0000000000000000e+01,5.5000000000000000e+00,
1.9200000000000000e+02,1.8000000000000000e+01,"1BItTos07100008","TOS",2.0000000000000000e+01,5.3899999999999997e+00,
1.9300000000000000e+02,1.9000000000000000e+01,"1BItTos08010001","TOS",2.0000000000000000e+01,4.1200000000000001e+00,
1.9400000000000000e+02,2.0000000000000000e+01,"1BItTos08010002","TOS",2.0000000000000000e+01,4.2300000000000004e+00,
1.9500000000000000e+02,1.0000000000000000e+00,"1BItTre08__0007","TRE",2.1000000000000000e+01,6.1500000000000004e+00,
1.9600000000000000e+02,2.0000000000000000e+00,"1BItTre08__0008","TRE",2.1000000000000000e+01,5.5499999999999998e+00,
1.9700000000000000e+02,3.0000000000000000e+00,"1BItTre08__0009","TRE",2.1000000000000000e+01,5.8899999999999997e+00,
1.9800000000000000e+02,4.0000000000000000e+00,"1BItTre08050001","TRE",2.1000000000000000e+01,5.0099999999999998e+00,
1.9900000000000000e+02,5.0000000000000000e+00,"1BItTre08050002","TRE",2.1000000000000000e+01,5.2599999999999998e+00,
2.0000000000000000e+02,6.0000000000000000e+00,"1BItTre08060003","TRE",2.1000000000000000e+01,4.9299999999999997e+00,
2.0100000000000000e+02,7.0000000000000000e+00,"1BItTre08060004","TRE",2.1000000000000000e+01,5.6000000000000005e+00,
2.0200000000000000e+02,8.0000000000000000e+00,"1BItTre08070005","TRE",2.1000000000000000e+01,5.7000000000000002e+00,
2.0300000000000000e+02,9.0000000000000000e+00,"1BItTre08080006","TRE",2.1000000000000000e+01,5.6900000000000004e+00,
2.0400000000000000e+02,1.0000000000000000e+01,"1BItTre08110010","TRE",2.1000000000000000e+01,4.9299999999999997e+00,
2.0500000000000000e+02,1.1000000000000000e+01,"1BItTre08110011","TRE",2.1000000000000000e+01,4.5899999999999999e+00,
2.0600000000000000e+02,1.2000000000000000e+01,"1BItTre08110012","TRE",2.1000000000000000e+01,5.4500000000000002e+00,
2.0700000000000000e+02,1.3000000000000000e+01,"1BItTre08110013","TRE",2.1000000000000000e+01,5.8899999999999997e+00,
2.0800000000000000e+02,1.4000000000000000e+01,"1BItTre08110014","TRE",2.1000000000000000e+01,5.6200000000000001e+00,
2.0900000000000000e+02,1.5000000000000000e+01,"1BItTre08110015","TRE",2.1000000000000000e+01,5.9100000000000001e+00,
2.1000000000000000e+02,1.6000000000000000e+01,"1BItTre08110016","TRE",2.1000000000000000e+01,5.4900000000000002e+00,
2.1100000000000000e+02,1.7000000000000000e+01,"1BItTre08110017","TRE",2.1000000000000000e+01,6.2500000000000000e+00,
2.1200000000000000e+02,1.8000000000000000e+01,"1BItTre08110018","TRE",2.1000000000000000e+01,4.5000000000000000e+00,
2.1300000000000000e+02,1.9000000000000000e+01,"1BItTre08110019","TRE",2.1000000000000000e+01,5.9600000000000000e+00,
2.1400000000000000e+02,2.0000000000000000e+01,"1BItTre08110020","TRE",2.1000000000000000e+01,6.0099999999999998e+00,
2.1500000000000000e+02,2.1000000000000000e+01,"1BItTre08110021","TRE",2.1000000000000000e+01,6.0000000000000000e+00,
2.1600000000000000e+02,2.2000000000000000e+01,"1BItTre08110022","TRE",2.1000000000000000e+01,5.7300000000000004e+00,
2.1700000000000000e+02,2.3000000000000000e+01,"1BItTre08110023","TRE",2.1000000000000000e+01,5.7800000000000002e+00,
2.1800000000000000e+02,2.4000000000000000e+01,"1BItTre08110024","TRE",2.1000000000000000e+01,6.0700000000000003e+00,
2.1900000000000000e+02,2.5000000000000000e+01,"1BItTre08110025","TRE",2.1000000000000000e+01,4.7300000000000004e+00,
